Item_Identifier,Item_Weight,Item_MRP,Item_Outlet_Sales
DRE03,19.6,45.3718,614.5334
FDT46,11.35,51.5008,607.2096
FDW60,5.44,178.137,3175.866
FDE44,14.65,50.8692,788.3072
FDT24,12.35,78.5328,695.0952
FDO20,12.85,253.7382,2271.0438
FDV47,17.1,85.5566,1860.2452
FDZ26,11.6,240.6222,2868.2664
FDK48,7.445,75.5354,1956.1204
FDX32,,142.8786,433.4358
FDE56,,63.2194,247.6776
DRJ01,6.135,161.1236,644.4944
FDC53,8.68,97.7384,98.5384
NCN07,18.5,132.5284,1318.284
FDI28,14.3,79.4302,1743.0644
NCO55,,105.6938,214.3876
FDP46,15.35,88.283,1797.66
FDX26,17.7,182.5292,2736.438
FDD56,15.2,175.6054,2451.4756
FDP12,9.8,35.0874,352.874
FDT40,,125.5678,2543.356
FDV57,15.25,179.766,3056.022
FDZ09,17.6,165.6868,3111.9492
FDA07,7.55,121.0072,2082.6224
FDV36,,127.102,3415.554
FDQ01,19.7,254.7014,3570.0196
FDW46,13,65.7484,391.4904
FDW19,,109.957,4504.137
FDY01,11.8,113.8834,1382.2008
FDG60,20.35,233.6616,2577.9776
FDL22,16.85,90.3488,996.0368
DRK01,7.63,94.0436,1134.5232
FDO12,15.75,195.3452,1761.7068
FDX12,18.2,241.8196,4097.3332
FDR28,13.85,164.921,2609.936
FDH57,10.895,132.9284,3295.71
FDC04,15.6,242.9854,2175.1686
NCI06,11.3,181.466,3775.086
NCY53,20,111.6544,1565.9616
FDR22,19.35,112.9544,2908.2144
FDM33,15.6,221.5798,5509.495
FDO57,,159.4578,160.4578
FDO56,10.195,118.4808,1640.5312
FDO58,,164.8526,2631.2416
FDQ45,9.5,183.8608,2572.6512
FDO60,,43.3086,624.5204
FDI34,10.65,229.7668,3916.2356
FDJ26,,215.5218,4915.6014
FDV08,7.35,40.8454,587.2356
DRD60,15.7,179.7634,1817.634
FDX20,,227.272,7017.532
FDG59,15.85,39.4164,154.4656
FDN58,13.8,231.1984,5097.3648
FDV48,9.195,79.8644,785.644
FDA15,9.3,248.8092,5976.2208
FDI19,15.1,242.9512,4847.024
FDX19,19.1,234.4958,1635.8706
FDO52,11.6,172.4106,4277.765
NCO05,7.27,98.6384,1970.768
NCP17,19.35,62.5168,1534.0032
FDK56,9.695,186.7898,561.2694
NCG43,20.2,94.1462,832.9158
DRM59,,154.6998,3229.7958
FDA47,10.5,164.121,2773.057
FDY20,12.5,92.3488,1177.1344
FDZ22,,81.825,83.225
FDB52,17.75,256.0672,2045.3376
NCS29,9,264.8884,2914.8724
DRC12,17.85,190.4188,952.094
FDP13,,41.548,79.896
DRF23,4.61,175.2396,2093.2752
FDB56,8.75,186.8556,7322.4684
FDQ47,7.155,35.2874,388.1614
FDY39,,182.0608,7717.9536
FDY36,12.3,71.338,1098.57
NCM17,7.93,44.9086,802.9548
DRN35,8.01,34.9532,539.298
FDK22,9.8,217.185,432.77
FDI07,,199.3426,395.4852
DRK37,5,190.453,379.506
NCP05,19.6,150.9024,303.6048
NCD42,16.5,36.3506,872.8638
FDW11,12.6,61.0194,1052.6298
FDI14,14.1,140.2496,2681.8424
NCY42,6.38,144.947,3435.528
FDV26,20.25,194.2794,4291.7468
FDX15,,159.7578,641.8312
NCG07,12.3,190.853,4364.319
FDC44,15.6,114.8518,2163.1842
FDC47,15,229.4694,5937.6044
NCK53,11.6,98.4042,1388.8588
FDY49,,164.7184,495.3552
NCM07,,83.9908,167.7816
FDR47,17.85,193.3794,4291.7468
FDS59,14.8,108.757,1867.569
DRK47,7.905,229.9694,4567.388
FDZ27,,51.235,49.935
FDE36,,165.5868,5404.9644
FDM51,11.8,101.9674,1731.7458
FDY48,14,103.2332,1845.5976
FDA35,14.85,123.0072,1960.1152
NCL31,7.39,143.447,2290.352
FDC47,15,229.9694,4339.0186
FDI26,,179.4344,6066.7696
FDQ16,19.7,108.0912,1965.4416
FDK15,10.8,98.4042,99.2042
NCO53,,184.0608,6431.628
FDG12,,122.4098,3735.8038
FDU28,,189.1214,2261.0568
FDI20,,211.3586,422.1172
DRN37,9.6,165.3158,334.2316
FDD28,10.695,59.6904,937.4464
FDP31,21.1,62.9168,1086.5856
DRD27,,98.3042,198.4084
DRF01,,147.3102,291.6204
DRD25,6.135,111.286,2263.72
FDD53,16.2,43.3454,922.7988
FDQ24,15.7,253.4724,2013.3792
FDY49,17.2,164.4184,2641.8944
NCP18,12.15,150.4708,2257.062
FDT07,,257.133,7433.657
FDG46,8.63,114.7518,455.4072
FDH50,15,182.5266,1290.9862
FDS40,,34.619,36.619
FDZ60,,108.5596,1725.7536
FDG38,8.975,86.6224,1619.2256
FDG31,12.15,64.7826,904.1564
FDS39,6.895,143.7812,1994.7368
FDL22,,92.5488,2625.9152
FDQ20,8.325,39.3138,974.7312
DRB24,8.785,153.1656,1853.5872
DRI51,,172.6764,6183.9504
FDJ60,19.35,163.9184,3137.2496
FDB40,17.5,144.8102,291.6204
FDO15,16.75,72.4038,739.038
FDI53,8.895,161.5236,1772.3596
FDZ14,7.71,122.4756,605.878
NCD54,,142.7786,144.4786
FDF28,15.7,124.1046,1120.5414
FDD39,16.7,217.685,2163.85
NCN54,20.35,76.1328,772.328
NCO41,12.5,100.1384,2167.8448
FDH45,15.1,41.6796,495.3552
NCD55,14,43.4454,41.9454
DRK35,8.365,39.6506,834.9132
FDM25,10.695,177.5712,2636.568
NCW30,5.21,259.5962,2848.9582
FDU15,13.65,37.9532,575.2512
DRN35,8.01,37.5532,1366.2216
FDN28,5.88,104.099,412.796
NCK29,5.615,121.373,123.173
FDA49,19.7,87.0198,697.7584
FDE40,,60.0194,123.8388
FDD52,18.25,110.857,1977.426
FDZ31,15.35,189.7504,2492.7552
FDA13,,39.9506,721.0614
FDU08,10.3,101.2042,396.8168
FDU15,13.65,35.1532,790.9704
FDD45,8.615,95.9436,2741.7644
FDY50,5.8,87.8172,1070.6064
FDD08,8.3,36.2506,834.9132
NCE30,16,210.4902,3610.6334
FDB05,5.155,247.2776,5944.2624
FDS09,8.895,49.8008,1062.6168
FDZ07,15.1,63.7194,1362.2268
FDS57,15.5,144.847,1717.764
FDX28,6.325,100.9042,2083.2882
FDN56,,145.8786,288.9572
FDX44,9.3,89.3172,2051.9956
NCF19,,49.0034,826.2578
NCA17,20.6,149.2392,4026.7584
FDY40,15.5,49.6692,788.3072
NCX54,9.195,105.6622,1693.7952
FDK28,5.695,258.2646,5410.9566
FDI32,,113.2834,4376.9692
FDT11,5.94,188.0556,938.778
FDO32,6.36,45.906,1118.544
DRJ01,,160.9236,2255.7304
FDW02,4.805,123.9704,2253.0672
NCK30,14.85,254.8698,4819.7262
NCM43,14.5,161.621,2120.573
FDJ14,10.3,77.896,1278.336
FDE59,12.15,37.9532,1078.596
FDN10,11.5,120.3124,474.0496
NCC18,19.1,174.0422,1724.422
FDN34,,168.7132,338.2264
FDU12,15.5,265.1568,2109.2544
FDR33,7.31,110.357,3185.853
FDP33,18.7,257.3672,2045.3376
FDT49,7,107.028,2876.256
FDK02,12.5,121.144,1438.128
NCM07,9.395,84.0908,419.454
FDX38,10.5,45.9376,575.2512
FDS56,5.785,262.1252,786.9756
FDU26,16.7,120.7782,1072.6038
FDR16,5.845,214.4218,5343.045
FDA58,9.395,235.8932,942.7728
FDI26,5.94,179.8344,1249.0408
FDU36,6.15,97.8384,2069.3064
FDG60,20.35,234.2616,4687.232
FDH14,17.1,141.8838,280.9676
FDQ37,,192.2478,7943.6598
FDW23,5.765,36.7164,849.5608
FDM03,12.65,107.7938,2251.0698
FDB58,10.5,140.0154,3119.9388
FDR09,18.25,260.2962,1035.9848
FDR48,11.65,149.8024,1821.6288
FDZ52,19.2,110.2886,778.3202
DRD60,15.7,182.7634,3453.5046
FDJ14,10.3,80.096,239.688
NCY29,13.65,56.893,1188.453
NCP41,16.6,108.8596,970.7364
FDK46,9.6,258.462,4673.916
FDI48,11.85,50.5666,922.7988
FDX48,,154.1656,617.8624
NCI29,8.6,141.2154,709.077
FDL51,20.7,213.9876,2143.876
FDU21,11.8,35.7558,577.2486
FDA08,,162.5526,328.9052
FDK03,12.6,255.9356,4832.3764
DRH39,20.7,77.667,2220.443
NCR18,15.85,41.6112,255.6672
NCX42,6.36,163.6526,1151.1682
FDR15,9.3,156.6314,1241.0512
FDN60,,157.6604,316.9208
FDH24,20.7,157.0288,2985.4472
FDY50,,88.7172,3301.0364
FDT26,18.85,120.344,1797.66
NCC30,16.6,176.6344,2676.516
NCE43,12.5,170.8448,4942.8992
DRK39,7.02,83.825,1414.825
FDL16,12.85,45.906,885.514
FDQ36,7.855,36.2848,1155.8288
FDS34,19.35,113.4518,1593.9252
FDN32,17.5,184.8266,2766.399
FDZ23,17.75,187.624,1491.392
DRL49,13.15,143.4812,854.8872
FDG33,5.365,173.7764,4637.9628
FDG04,13.1,187.5898,2432.1674
FDR04,7.075,97.0068,1944.136
FDF52,9.3,180.5292,2189.1504
FDT36,12.3,37.2874,176.437
FDH17,16.2,95.8726,1076.5986
NCL42,18.85,244.0144,5635.3312
DRN35,8.01,34.2532,467.3916
FDL21,,38.748,79.896
FDX07,,183.495,4577.375
FDW16,17.35,93.0804,826.9236
FDS11,,222.5088,7158.6816
NCZ54,14.65,163.4552,2599.2832
FDH32,12.8,96.541,3765.099
NCQ17,,158.363,4068.038
FDK38,6.65,147.7734,2078.6276
NCF55,6.675,35.6874,952.7598
FDW39,6.69,176.837,1411.496
FDX36,,223.1404,450.0808
FDD47,7.6,171.7448,4431.5648
FDQ46,7.51,110.6544,1901.5248
FDE56,,62.4194,2291.0178
FDY39,,185.7608,1470.0864
FDG05,11,156.863,2972.797
NCR54,,194.711,196.411
FDX57,17.25,95.8068,1263.6884
FDC17,,208.9928,9678.0688
DRL60,,150.6682,457.4046
FDO32,6.36,45.406,1118.544
NCO29,11.15,163.2526,1480.0734
FDJ36,,104.5332,2563.33
NCF54,18,170.5422,3103.9596
FDV04,7.825,158.8288,1414.1592
NCK30,14.85,254.2698,1775.6886
FDX09,,174.937,176.437
FDH53,20.5,83.7592,1403.5064
FDT22,10.395,60.622,778.986
DRF25,,36.019,73.238
FDG56,13.3,60.8536,918.804
FDG38,,83.6224,3494.1184
FDS34,19.35,114.8518,1707.777
FDP44,16.5,102.1332,1743.0644
FDW03,5.63,102.8306,1986.0814
FDU25,12.35,58.9246,926.7936
NCR17,9.8,116.4492,2780.3808
FDY39,5.305,181.9608,2388.8904
FDA03,18.5,146.3102,3645.255
FDG58,10.695,156.1972,1869.5664
NCB19,6.525,86.4882,1631.8758
FDI07,12.35,198.1426,3757.1094
NCS06,7.935,261.091,2366.919
FDX03,15.85,47.1744,90.5488
NCK29,5.615,121.973,2463.46
FDH16,10.5,90.783,1258.362
FDA55,,223.8088,5592.72
FDS20,8.85,182.7292,4925.5884
FDS31,13.1,180.3318,2345.6134
FDA23,,101.3016,2327.6368
NCU18,15.1,140.2496,2681.8424
FDE11,17.7,184.4924,3146.5708
FDE44,14.65,49.7692,837.5764
FDV51,16.35,165.7842,2652.5472
FDK51,19.85,264.5884,5829.7448
FDR36,6.715,43.5454,838.908
FDU40,20.85,192.5478,2906.217
FDU37,,79.796,4074.696
FDV47,17.1,85.3566,1775.6886
FDF04,,258.6304,516.6608
FDX16,17.85,147.805,1947.465
NCL05,19.6,45.077,605.878
NCL30,,125.9336,7158.6816
NCR06,12.5,41.7112,383.5008
FDX03,15.85,45.6744,633.8416
FDR32,6.78,227.4694,3197.1716
FDX04,19.6,47.6376,335.5632
DRH01,17.5,171.7738,2432.8332
FDO57,20.75,160.9578,1444.1202
FDD11,,254.704,3036.048
DRM47,9.3,189.1846,382.1692
NCC54,17.75,242.4196,5543.4508
FDC45,17,171.5106,1539.9954
FDW46,,63.6484,65.2484
FDP40,4.555,110.1544,1230.3984
FDM08,10.1,225.5088,1342.2528
FDV52,20.7,119.7466,2003.3922
DRB24,8.785,153.0656,4170.5712
NCC54,17.75,239.3196,723.0588
FDV38,,54.9956,109.1912
FDB36,5.465,129.2626,1311.626
DRH51,,89.5856,175.7712
FDV45,,187.4556,7510.224
NCL29,,156.9604,1584.604
FDU14,17.75,249.575,499.35
FDH17,16.2,97.4726,1174.4712
FDQ15,20.35,79.2276,649.8208
FDZ44,8.185,115.4808,820.2656
FDM32,20.5,88.183,719.064
NCP29,8.42,64.3168,703.0848
FDG53,10,141.818,838.908
FDT25,7.5,122.4072,2572.6512
FDM39,,177.6002,8417.7094
FDW35,10.6,43.8454,671.1264
FDD10,20.6,177.2344,892.172
FDH08,,230.801,5283.123
DRG37,16.2,153.9972,1246.3776
FDU01,20.25,183.5924,2406.2012
NCZ17,12.15,36.6506,493.3578
FDU34,,125.9046,4482.1656
FDB16,8.21,88.5198,1133.8574
FDG10,6.63,57.7588,57.2588
FDH46,6.935,101.8332,2255.7304
FDC16,,88.254,2510.066
FDH50,15,185.8266,1844.266
NCZ18,7.825,255.4698,5073.396
FDJ32,10.695,61.4536,428.7752
DRI23,18.85,162.0578,3209.156
DRD01,12.1,53.2614,386.8298
FDY02,8.945,261.091,3418.883
FDG38,8.975,86.6224,1704.448
NCG30,20.2,124.4046,1120.5414
FDO31,6.76,80.696,559.272
NCU42,9,168.1474,4211.185
NCG30,20.2,123.1046,1120.5414
NCA30,19,189.1872,567.2616
FDF29,15.1,129.431,3505.437
FDI14,14.1,142.7496,3528.74
FDY57,20.2,94.9752,1342.2528
FDT27,,232.9616,3515.424
FDM46,,92.712,3635.268
NCD30,,98.1726,978.726
FDJ15,,183.3608,6064.1064
NCW05,20.25,108.8938,3644.5892
FDT13,14.85,187.7214,188.4214
NCP06,20.7,149.7366,151.1366
FDP03,5.15,122.1388,2352.9372
NCM30,,43.2796,41.2796
FDK20,12.6,124.3072,5022.7952
FDX01,10.1,114.915,2796.36
FDV57,15.25,179.666,6471.576
FDY34,10.5,167.1842,2984.1156
FDP37,,126.9994,385.4982
FDP22,14.65,52.8666,461.3994
FDS25,6.885,108.7228,2542.0244
NCY18,7.285,176.0054,2626.581
FDO08,11.1,165.1526,1480.0734
NCI43,,48.6376,1677.816
FDH16,10.5,89.683,988.713
NCZ05,,104.699,103.199
DRE49,20.75,151.9024,2732.4432
FDO09,,261.091,5522.811
FDA08,11.85,164.6526,2137.8838
NCD55,14,41.1454,503.3448
NCR50,20.2,154.634,4287.752
NCC06,19,127.0336,3962.8416
FDC34,16,154.5972,1869.5664
FDQ49,,155.563,469.389
FDS60,20.85,181.666,1438.128
FDP10,19,107.6622,1270.3464
FDW46,13,64.3484,2218.4456
FDG53,10,141.618,139.818
FDP57,17.5,103.999,1857.582
NCP43,,181.766,179.766
FDW49,19.5,180.2002,5193.9058
FDA28,16.1,124.2362,377.5086
NCS42,8.6,91.2146,2554.0088
FDP21,,188.1872,6239.8776
DRJ39,20.25,220.1482,3066.6748
FDH12,9.6,105.028,2556.672
FDQ13,11.1,83.0908,1593.9252
NCQ06,13,254.7014,5100.028
FDL40,,94.741,1641.197
NCE54,20.7,74.3354,1880.885
FDL58,5.78,262.3568,790.9704
FDW38,5.325,53.0298,377.5086
FDD17,7.5,238.1906,3327.6684
FDK25,11.6,166.6474,4211.185
FDR22,,109.9544,5257.1568
FDU35,6.44,99.87,1498.05
FDR35,12.5,198.9742,995.371
NCZ18,7.825,253.5698,3805.047
FDF22,6.865,212.3218,427.4436
FDD17,7.5,238.7906,4040.7402
DRD37,9.8,45.206,1211.756
FDC08,19,225.472,3169.208
FDU57,8.27,150.8708,2407.5328
FDZ58,17.85,121.8072,2450.144
FDY01,11.8,116.4834,1958.1178
FDG09,20.6,187.1556,4693.89
NCE54,20.7,73.9354,677.1186
FDB34,15.25,87.0198,2442.1544
FDT24,12.35,76.2328,1544.656
FDZ08,12.5,83.0592,743.0328
NCI54,15.2,108.9912,1965.4416
FDU34,18.25,122.6046,2988.1104
FDP23,6.71,218.9166,2394.8826
NCV29,,176.7686,888.843
FDG10,,57.2588,801.6232
FDZ56,,167.5474,1010.6844
NCL41,12.35,36.3216,276.9728
FDM39,6.42,178.7002,4477.505
NCZ54,14.65,161.3552,7148.0288
FDT59,13.65,229.4668,4837.7028
FDV20,20.2,128.3678,1398.8458
NCE43,12.5,172.2448,1874.8928
FDP15,,255.433,9227.988
FDO16,5.48,82.225,2247.075
NCP41,,109.4596,647.1576
DRD01,12.1,56.2614,552.614
FDM56,16.7,107.9912,1419.4856
FDS22,16.85,45.9428,307.5996
FDX20,7.365,227.072,4074.696
FDE34,9.195,183.6634,2362.9242
FDV50,14.3,122.373,985.384
NCU17,5.32,101.2674,2241.0828
NCP53,,235.6906,5704.5744
FDW09,13.65,80.2302,79.2302
FDW55,12.6,248.6092,3237.1196
NCE31,,33.6216,934.7832
FDO49,10.6,49.7008,961.4152
FDH34,,184.6582,185.7582
FDJ38,8.6,188.553,3795.06
FDG32,19.85,224.0772,1556.6404
DRQ35,9.3,125.5388,2848.2924
FDK25,,167.8474,336.8948
FDD58,7.76,99.67,1897.53
FDB15,10.895,265.2568,4218.5088
DRF60,10.8,238.1564,5243.8408
FDH04,,91.0488,271.6464
FDM04,9.195,52.8666,1384.1982
FDO58,19.6,166.0526,3124.5994
FDQ24,15.7,253.3724,6795.1548
DRP35,18.85,127.4336,894.8352
DRI47,14.7,144.5128,3307.6944
FDF35,15,108.5938,1393.5194
FDP31,21.1,65.0168,639.168
FDQ52,17,248.3434,6208.585
FDM12,16.7,188.6214,565.2642
NCS42,8.6,92.5146,2006.7212
FDO31,6.76,79.296,1118.544
FDU19,8.77,173.9422,3103.9596
NCE19,,53.4956,2129.2284
FDR16,5.845,213.2218,7266.5412
FDF56,16.7,181.9976,5432.928
DRJ59,11.65,38.8164,77.2328
FDH16,,88.283,2157.192
FDI28,14.3,78.3302,1267.6832
FDC58,,45.7428,615.1992
FDU13,8.355,148.0418,1471.418
FDX58,13.15,183.095,1830.95
FDU16,19.25,82.5908,922.7988
FDX35,5.035,228.2036,2504.7396
FDL21,15.85,41.048,798.96
DRM37,15.35,197.3768,3350.3056
FDR35,12.5,197.2742,3782.4098
FDW32,18.35,87.5882,171.7764
FDY34,,167.0842,6465.5838
FDQ44,20.5,120.1756,2059.9852
DRD24,13.85,143.1154,2552.6772
DRE12,4.59,111.186,1245.046
NCX29,10,147.1102,2916.204
FDS07,12.35,113.6518,1593.9252
FDI27,,43.8744,1222.4088
FDL02,20,107.4622,1587.933
FDN58,13.8,232.6984,1390.1904
DRK12,9.5,33.39,732.38
FDC60,5.425,88.3514,2833.6448
FDV45,16.75,187.9556,2440.8228
FDB23,19.2,223.8062,5642.655
NCA29,10.5,171.3106,3593.3226
FDO20,12.85,252.0382,4037.4112
NCH55,,127.502,379.506
FDO32,6.36,45.706,838.908
FDS59,,111.857,109.857
FDR59,14.5,263.2594,2878.2534
FDS55,7.02,150.0734,4454.202
FDT21,7.42,247.1092,4233.1564
NCR38,17.25,253.5724,5033.448
FDJ22,18.75,190.6504,1342.2528
FDB57,20.25,220.5772,2446.1492
FDR52,12.65,192.3846,1910.846
NCO41,12.5,96.7384,2167.8448
FDG47,12.8,261.4252,262.3252
FDB44,6.655,212.4586,2743.7618
FDY14,10.3,263.0226,4229.1616
NCN55,14.6,239.2538,3605.307
FDV48,9.195,77.4644,1414.1592
FDA21,13.65,185.2924,3146.5708
FDZ27,7.935,51.235,848.895
FDW58,20.75,104.1622,1693.7952
FDH45,15.1,41.6796,784.3124
FDH38,,115.2808,117.1808
FDL43,10.1,76.367,765.67
FDD38,,100.3674,1833.6132
FDV02,16.75,173.0106,3593.3226
NCF31,9.13,152.8024,1214.4192
NCN05,8.235,182.195,2380.235
FDZ16,16.85,194.1478,5812.434
NCT18,,181.5976,4165.2448
NCP50,17.35,79.4618,1772.3596
FDW13,,50.5324,207.7296
NCS53,14.5,159.9604,2218.4456
DRG03,14.5,153.0998,4921.5936
DRE60,9.395,227.872,1584.604
FDK21,7.905,248.3408,751.0224
FDF52,,183.3292,364.8584
NCN43,,121.373,246.346
FDW13,8.5,52.5324,1194.4452
FDW14,8.3,87.7198,1831.6158
FDG24,7.975,84.525,416.125
FDR19,13.5,145.4102,3499.4448
NCG06,,256.1646,5926.2858
FDK10,5.785,181.366,1977.426
DRK12,9.5,32.09,432.77
FDY55,16.75,258.0988,8994.958
FDV04,,158.4288,2985.4472
FDE23,17.6,46.006,326.242
FDI08,18.2,250.2092,2988.1104
DRA12,11.6,143.0154,283.6308
FDF22,6.865,212.0218,2350.9398
FDQ57,7.275,145.976,3515.424
FDP07,18.2,197.511,392.822
DRE37,13.5,189.1872,1890.872
DRF25,9,36.119,1098.57
DRF03,19.1,38.8138,731.0484
FDN51,17.85,260.2936,4175.8976
FDD21,10.3,114.2176,2175.8344
NCY42,6.38,145.147,3006.087
FDH28,,37.0506,986.7156
NCZ29,15,126.3362,503.3448
FDN60,15.1,159.2604,2852.2872
NCW06,16.2,191.6162,1731.7458
NCS30,5.945,129.3652,4391.6168
FDW26,11.8,224.2772,667.1316
FDQ01,19.7,256.1014,3060.0168
FDH27,,145.0128,143.8128
NCX41,19,211.9244,2117.244
FDH58,12.3,115.9834,2073.3012
DRB25,12.3,107.0938,214.3876
FDG45,8.1,210.4902,5309.755
FDP11,15.85,216.6166,4136.6154
FDV19,14.85,161.2578,4171.9028
FDT32,19,186.5214,2261.0568
NCU53,5.485,166.2842,1989.4104
NCA30,19,188.8872,3592.6568
FDH20,16.1,98.441,868.869
DRD25,6.135,114.286,2376.906
FDK25,11.6,168.0474,4379.6324
FDF02,16.2,101.399,1031.99
FDC04,15.6,242.3854,2416.854
FDH21,10.395,159.4604,316.9208
DRG03,14.5,154.2998,1691.7978
NCY06,15.25,132.2968,1696.4584
FDM08,10.1,222.9088,5145.3024
NCD31,12.1,166.0526,3617.9572
FDU09,,54.1956,3002.758
FDB49,8.3,98.5384,1872.2296
FDQ58,7.315,154.034,612.536
FDJ58,15.6,172.6764,2920.1988
NCN30,,96.641,1544.656
FDA52,16.2,175.537,3528.74
NCN42,,145.6418,3825.6868
FDF04,17.5,258.5304,6199.9296
FDY15,18.25,155.863,2346.945
FDT03,,185.5608,3307.6944
DRL59,,54.2298,161.7894
FDW08,12.1,106.528,1171.808
FDO50,16.25,91.1804,1929.4884
FDP26,7.785,102.5306,1358.8978
FDX01,10.1,118.115,116.515
FDU22,12.35,119.9124,2014.7108
FDQ08,15.7,60.2536,1163.8184
NCN54,20.35,79.1328,1235.7248
FDR01,,200.1742,6171.3002
FDB53,,147.5392,5219.872
DRN47,12.1,178.566,3775.086
FDR39,20.35,184.1292,2189.1504
NCL30,18.1,127.5336,1789.6704
FDT02,12.6,33.4874,105.8622
FDT25,7.5,122.7072,1470.0864
FDH53,20.5,83.2592,1155.8288
DRB48,16.75,37.4822,549.9508
FDX16,17.85,150.205,149.805
FDH48,13.5,85.554,1731.08
FDF20,12.85,199.0768,3153.2288
FDJ03,12.35,47.8692,49.2692
DRJ35,10.1,60.6878,363.5268
NCN17,11,101.9358,1105.8938
FDN09,14.15,243.7828,6579.4356
NCR30,20.6,74.8696,223.7088
FDW23,5.765,37.2164,579.246
DRN35,8.01,36.6532,71.9064
FDL08,10.8,243.2144,1225.072
DRL35,15.7,42.177,735.709
NCS42,8.6,91.8146,2371.5796
NCY29,,55.993,1471.418
FDO32,6.36,47.506,1071.938
NCU17,5.32,100.6674,2648.5524
FDY03,,111.1202,3150.5656
NCI30,,244.346,246.346
FDI04,,199.3426,3757.1094
FDC35,7.435,205.2638,3520.0846
FDN38,6.615,251.6408,6008.1792
FDJ48,11.3,247.8118,2964.1416
FDH57,10.895,131.9284,659.142
FDI40,11.5,100.8358,2111.2518
FDF50,,198.9768,4729.8432
FDA07,7.55,123.9072,1102.5648
FDZ60,20.5,109.4596,431.4384
FDW38,5.325,53.2298,1240.3854
NCF55,6.675,33.3874,1235.059
FDR37,16.5,183.3292,2006.7212
FDZ33,10.195,149.0076,1182.4608
FDV01,19.2,155.4314,3568.0222
FDI02,15.7,114.1202,787.6414
DRH25,18.7,50.2324,623.1888
NCY29,13.65,55.093,452.744
FDR04,,98.6068,2430.17
FDR44,6.11,129.5968,2348.9424
FDJ41,6.85,262.0594,1569.9564
FDL43,,78.467,3292.381
FDB21,7.475,243.4854,1691.7978
NCU42,9,170.2474,4211.185
FDY21,15.1,195.211,3142.576
FDK58,11.35,101.5016,202.4032
DRD13,15,65.2168,958.752
FDU35,6.44,98.27,2396.88
FDX23,6.445,95.0436,94.5436
FDQ39,14.8,189.2846,1719.7614
FDR31,,147.4102,3207.8244
FDS28,8.18,56.6588,687.1056
DRN36,15.2,94.1752,2109.2544
FDX60,,77.996,2716.464
NCB54,8.76,126.2336,1406.1696
FDC15,18.1,158.9288,1571.288
NCP17,,62.2168,1661.8368
FDY39,5.305,181.8608,4594.02
FDH33,12.85,43.5428,615.1992
FDG09,,187.2556,4506.1344
FDO10,,56.4588,973.3996
FDD39,,214.385,4327.7
FDJ09,15,46.9744,679.116
DRQ35,9.3,123.2388,1857.582
FDV38,19.25,54.5956,764.3384
FDJ60,19.35,164.5184,1651.184
FDJ15,11.35,181.9608,1653.8472
FDR08,18.7,111.0886,222.3772
FDZ55,6.055,160.892,2396.88
FDL10,8.395,100.9042,1686.4714
FDJ34,,125.5704,1001.3632
FDW60,,177.037,3352.303
FDK08,9.195,99.2016,809.6128
NCE42,21.1,233.9958,1869.5664
FDR39,20.35,181.7292,4013.4424
NCN17,11,100.3358,904.8222
NCR05,10.1,200.2084,3174.5344
FDV48,,77.0644,3221.1404
DRF27,8.93,151.434,1225.072
NCF07,9,102.2016,1416.8224
FDF40,20.25,248.1092,4731.1748
FDO28,5.765,122.5098,1084.5882
FDB23,19.2,226.2062,1579.9434
FDV48,9.195,79.2644,864.2084
FDM45,8.655,119.6756,2423.512
FDC16,11.5,84.954,865.54
DRE25,,94.412,1304.968
FDY35,17.6,43.9402,1286.3256
FDR22,19.35,110.2544,2908.2144
FDZ10,17.85,127.202,2656.542
FDY15,,157.863,469.389
DRA24,19.35,162.4868,4422.2436
FDV37,13,198.5426,1186.4556
FDO10,13.65,58.8588,973.3996
FDR59,,263.6594,3401.5722
FDR34,17,228.0352,2748.4224
FDG16,15.25,214.4192,4961.5416
FDO03,,228.1352,9390.4432
FDC09,15.5,104.1332,1230.3984
FDJ52,7.145,159.4578,3209.156
FDL33,7.235,197.5452,195.7452
FDJ53,10.5,119.7098,2410.196
FDX08,,179.9318,360.8636
FDK32,16.25,154.2682,3354.3004
FDM20,10,245.4144,6615.3888
NCJ42,19.75,102.2332,3075.996
FDI50,8.42,227.8352,3435.528
FDZ15,13.1,117.8782,2741.0986
NCK18,9.6,164.2184,1981.4208
FDW33,9.395,106.428,1917.504
NCT05,10.895,255.9672,4857.6768
FDZ16,,193.1478,387.4956
NCV17,18.85,129.7626,3016.7398
FDE34,9.195,183.6634,2726.451
FDH44,19.1,148.0418,3825.6868
NCK06,5.03,119.3756,605.878
FDS46,17.6,120.8782,2621.9204
NCO42,21.25,146.7102,1603.9122
FDL13,13.85,231.43,3029.39
FDK14,6.98,83.3934,491.3604
FDX13,7.725,250.2092,3984.1472
DRI47,14.7,144.5128,2588.6304
FDG22,17.6,37.219,366.19
FDA13,15.85,37.8506,341.5554
FDE46,18.6,152.1366,1813.6392
FDX25,16.7,180.8292,3466.1548
FDC58,10.195,44.2428,703.0848
NCA42,6.965,158.1604,2693.8268
FDV01,19.2,153.5314,2171.8396
FDU24,6.78,94.212,1025.332
FDO51,6.785,44.0112,340.8896
NCN14,19.1,185.1608,551.2824
FDT37,,253.3014,510.0028
FDY09,15.6,174.7054,175.1054
NCG06,16.35,256.9646,4637.9628
FDG40,13.65,32.6558,67.9116
FDQ47,7.155,33.7874,882.185
